issue_id,severity,family,title,evidence,likely_root_cause,fix_direction,acceptance_test,status,source
SPEC-COMPLETE-004-csv,S1,broad_spec_completion,Complete spec item: CSV extraction,"Broad spec/document matrix marks this as missing, partial, deferred, or unproven in current snapshot.",Previous pass scoped these as later/non-goals; user explicitly asked to ignore wait/defer language.,CSV dialect detector and tabular source spans; add command/API/UI/tests/receipts; unsupported states must be explicit and not public claims.,Fixture and validation receipt for CSV extraction; broad_spec gate passes.,open_superpass,generated_broad_spec_expansion
SPEC-COMPLETE-005-pptx,S1,broad_spec_completion,Complete spec item: PPTX/PPT extraction,"Bounded PPTX slide text extraction now has fixture tests and DocumentExtractorReceiptV1; legacy .ppt has degraded catppt CLI extraction with LegacyOfficeExtractorReceiptV1 metadata. Speaker notes/layout fidelity remain missing.",Previous pass scoped these as later/non-goals; user explicitly asked to ignore wait/defer language.,Add notes/layout/media extraction only after fixtures and receipts; unsupported states must stay explicit.,cargo test --manifest-path src-tauri/Cargo.toml extract -- --nocapture && python3 validation/gloss_legacy_office_extractors_gate.py --repo .,partial_p7_legacy_office_extractors_verified,generated_broad_spec_expansion
SPEC-COMPLETE-006-epub,S1,broad_spec_completion,Complete spec item: EPUB extraction,"Bounded EPUB mimetype/container/spine XHTML text extraction now has fixture tests and DocumentExtractorReceiptV1; DRM/readability fidelity remain missing.",Previous pass scoped these as later/non-goals; user explicitly asked to ignore wait/defer language.,Add richer EPUB navigation/readability proof only after fixtures and receipts; unsupported states must stay explicit.,cargo test --manifest-path src-tauri/Cargo.toml extract -- --nocapture && python3 validation/gloss_document_extractors_gate.py --repo .,partial_p7_document_extractors_verified,generated_broad_spec_expansion
SPEC-COMPLETE-007-html,S1,broad_spec_completion,Complete spec item: HTML file extraction,"Broad spec/document matrix marks this as missing, partial, deferred, or unproven in current snapshot.",Previous pass scoped these as later/non-goals; user explicitly asked to ignore wait/defer language.,HTML readable text extractor with DOM/source span policy; add command/API/UI/tests/receipts; unsupported states must be explicit and not public claims.,Fixture and validation receipt for HTML file extraction; broad_spec gate passes.,open_superpass,generated_broad_spec_expansion
SPEC-COMPLETE-008-url,S1,broad_spec_completion,Complete spec item: URL import,"One-shot user-consented HTTP(S) text fetch now has public-host/DNS/redirect/content-type/byte/timeout limits, UI consent, source metadata receipt, and URL import gate.",Previous pass scoped these as later/non-goals; user explicitly asked to ignore wait/defer language.,"Add crawling/authenticated fetch/robots/readability only after strict receipts; unsupported states must stay explicit and not public claims.",cargo test --manifest-path src-tauri/Cargo.toml url_import -- --nocapture && python3 validation/gloss_url_import_gate.py --repo .,partial_p7_url_import_verified,generated_broad_spec_expansion
SPEC-COMPLETE-009-youtube,S1,broad_spec_completion,Complete spec item: YouTube transcript import,"Public YouTube caption tracks now import as timestamped transcript text with source URL, language, timestamp spans, bounded fetches, and YouTubeTranscriptReceiptV1 metadata.",Previous pass scoped these as later/non-goals; user explicitly asked to ignore wait/defer language.,"No video download authenticated transcript access generated transcription or private/cookie-only captions; add broader support only with explicit capability receipts.",cargo test --manifest-path src-tauri/Cargo.toml youtube_transcript -- --nocapture && python3 validation/gloss_youtube_transcript_gate.py --repo .,partial_p7_youtube_transcript_verified,generated_broad_spec_expansion
SPEC-COMPLETE-010-audio_meta,S1,broad_spec_completion,Complete spec item: Audio metadata,"Audio files now route to ffprobe metadata extraction with ToolInvocationReceiptV1 and AudioMetadataReceiptV1; optional cached Whisper transcription is covered by AudioTranscriptionReceiptV1.",Previous pass scoped these as later/non-goals; user explicitly asked to ignore wait/defer language.,Keep metadata and cached-local transcription claims separate from diarization/speaker-label claims.,cargo test --manifest-path src-tauri/Cargo.toml audio_metadata -- --nocapture && python3 validation/gloss_audio_metadata_gate.py --repo .,partial_p7_audio_transcription_verified,generated_broad_spec_expansion
SPEC-COMPLETE-011-audio_transcript,S1,broad_spec_completion,Complete spec item: Audio transcription,"Audio processing now attempts cached local Whisper CLI transcription with timestamped segments, ToolInvocationReceiptV1, and AudioProcessingMetadataV1; skips explicitly without hidden model download when the cached model is absent.",Previous pass scoped these as later/non-goals; user explicitly asked to ignore wait/defer language.,"Diarization, speaker labels, automatic model download, GPU scheduling, and long-audio benchmarks are not implemented.",cargo test --manifest-path src-tauri/Cargo.toml whisper_transcript -- --nocapture && python3 validation/gloss_audio_transcription_gate.py --repo .,partial_p7_audio_transcription_verified,generated_broad_spec_expansion
SPEC-COMPLETE-012-video_meta,S1,broad_spec_completion,Complete spec item: Video metadata,"Broad spec/document matrix marks this as missing, partial, deferred, or unproven in current snapshot.",Previous pass scoped these as later/non-goals; user explicitly asked to ignore wait/defer language.,Video metadata/frame/thumbnail source card; add command/API/UI/tests/receipts; unsupported states must be explicit and not public claims.,Fixture and validation receipt for Video metadata; broad_spec gate passes.,open_superpass,generated_broad_spec_expansion
SPEC-COMPLETE-013-video_transcript,S1,broad_spec_completion,Complete spec item: Video transcript/frame extraction,"Broad spec/document matrix marks this as missing, partial, deferred, or unproven in current snapshot.",Previous pass scoped these as later/non-goals; user explicitly asked to ignore wait/defer language.,"ffmpeg/vision/transcription job with timestamps, resource budgets, and receipts; add command/API/UI/tests/receipts; unsupported states must be explicit and not public claims.",Fixture and validation receipt for Video transcript/frame extraction; broad_spec gate passes.,open_superpass,generated_broad_spec_expansion
SPEC-COMPLETE-014-ocr,S1,broad_spec_completion,Complete spec item: Image OCR,"Broad spec/document matrix marks this as missing, partial, deferred, or unproven in current snapshot.",Previous pass scoped these as later/non-goals; user explicitly asked to ignore wait/defer language.,OCR/vision extraction with model route and confidence/degradation; add command/API/UI/tests/receipts; unsupported states must be explicit and not public claims.,Fixture and validation receipt for Image OCR; broad_spec gate passes.,open_superpass,generated_broad_spec_expansion
SPEC-COMPLETE-015-claimledger_export,S1,broad_spec_completion,Complete spec item: ClaimLedger export,"Broad spec/document matrix marks this as missing, partial, deferred, or unproven in current snapshot.",Previous pass scoped these as later/non-goals; user explicitly asked to ignore wait/defer language.,Notebook claim/evidence export/import package; add command/API/UI/tests/receipts; unsupported states must be explicit and not public claims.,Fixture and validation receipt for ClaimLedger export; broad_spec gate passes.,open_superpass,generated_broad_spec_expansion
SPEC-COMPLETE-016-notebook_portability,S1,broad_spec_completion,Complete spec item: Notebook export/import,"Broad spec/document matrix marks this as missing, partial, deferred, or unproven in current snapshot.",Previous pass scoped these as later/non-goals; user explicitly asked to ignore wait/defer language.,Portable package with DB/source/embedding/receipt manifest; add command/API/UI/tests/receipts; unsupported states must be explicit and not public claims.,Fixture and validation receipt for Notebook export/import; broad_spec gate passes.,open_superpass,generated_broad_spec_expansion
SPEC-COMPLETE-017-db_doctor,S1,broad_spec_completion,Complete spec item: DB doctor,"Backend DB doctor detects missing notebook DBs source-count drift orphan notebook auxiliary rows failed-import source rows and stale queue jobs with receipt-bearing repair; Settings diagnostics UI displays repair receipts.",Previous pass scoped these as later/non-goals; user explicitly asked to ignore wait/defer language.,Add broader database recovery only after receipt-gated tests; unsupported states must stay explicit.,cargo test --manifest-path src-tauri/Cargo.toml db_doctor -- --nocapture && cargo test --manifest-path src-tauri/Cargo.toml stale_queue -- --nocapture && python3 validation/gloss_db_doctor_gate.py --repo .,partial_p7_queue_quarantine_doctor_verified,generated_broad_spec_expansion
GLOSS-NP34-MISSING-061,S2,existing_issue,,"Spec lists document ingestion; PDF/DOCX/XLSX/PPTX/EPUB now have bounded extractors, and legacy DOC/XLS/PPT now use receipt-bearing local CLI extraction.",Feature is degraded text extraction only; OCR/forms/layout/rendering fidelity remain unproven.,"Add richer fidelity only with fixtures and receipts; keep degraded source-visible boundaries.",cargo test --manifest-path src-tauri/Cargo.toml extract -- --nocapture && python3 validation/gloss_legacy_office_extractors_gate.py --repo .,partial_p7_legacy_office_extractors_verified,ISSUE_LEDGER.csv
GLOSS-NP34-MISSING-062,S2,existing_issue,,Spec/source model has url field; no current web ingestion pipeline visible.,Feature not implemented or not proven in current snapshot.,Implement URL fetch with allowlist/offline policy or mark deferred. Local-first warning required.,,deferred_p7_feature_matrix,ISSUE_LEDGER.csv
GLOSS-NP34-MISSING-063,S2,existing_issue,,Spec mentions yt-transcript-rs but current code does not show it.,Feature not implemented or not proven in current snapshot.,"Implement or defer behind feature matrix; receipts include URL, transcript source, timestamp.",,deferred_p7_feature_matrix,ISSUE_LEDGER.csv
GLOSS-NP34-MISSING-064,S2,existing_issue,,Audio metadata extraction is implemented through ffprobe receipts and optional cached Whisper CLI transcription with explicit no-hidden-download behavior.,Metadata and cached-local transcription are degraded/proven; diarization speaker labels automatic model download GPU scheduling and long-audio certification are not implemented.,Add broader speech features only with explicit receipts.,cargo test --manifest-path src-tauri/Cargo.toml audio_metadata -- --nocapture && cargo test --manifest-path src-tauri/Cargo.toml whisper_transcript -- --nocapture && python3 validation/gloss_audio_transcription_gate.py --repo .,partial_p7_audio_transcription_verified,ISSUE_LEDGER.csv
GLOSS-NP34-MISSING-065,S2,existing_issue,,Spec includes audio overviews/Piper; current app has no audio generation surface.,Feature not implemented or not proven in current snapshot.,Keep deferred for v1 unless implemented with sequential GPU/CPU receipts.,,deferred_p7_feature_matrix,ISSUE_LEDGER.csv
GLOSS-NP34-MISSING-066,S2,existing_issue,,Studio module is stub; no report generator visible.,Feature not implemented or not proven in current snapshot.,Implement minimal source-scoped report output with citations or hide Studio.,,deferred_p7_feature_matrix,ISSUE_LEDGER.csv
GLOSS-NP34-MISSING-067,S2,existing_issue,,Spec promises structured outputs; not implemented.,Feature not implemented or not proven in current snapshot.,Add generator with schema validation and citations or mark deferred.,,deferred_p7_feature_matrix,ISSUE_LEDGER.csv
GLOSS-NP34-MISSING-068,S2,existing_issue,,Spec promises mind maps/timelines; not implemented.,Feature not implemented or not proven in current snapshot.,Defer or implement typed outputs with source anchors.,,deferred_p7_feature_matrix,ISSUE_LEDGER.csv
GLOSS-NP34-MISSING-069,S2,existing_issue,,Spec implies per-notebook portability; current audit did not find full import/export commands.,Feature not implemented or not proven in current snapshot.,"Implement export package with notebook.db, sources, embeddings, receipts, manifest digest.",,deferred_p7_feature_matrix,ISSUE_LEDGER.csv
GLOSS-NP34-MISSING-070,S2,existing_issue,,SourceViewer exists but unsupported formats/media not complete.,Feature not implemented or not proven in current snapshot.,Add rendering capabilities by source type or mark unsupported.,,deferred_p7_feature_matrix,ISSUE_LEDGER.csv
GLOSS-NP34-MISSING-071,S2,existing_issue,,Search bar exists; audit did not prove cross-notebook/source search quality.,Feature not implemented or not proven in current snapshot.,"Add search tests for titles, content, snippets, selected source scope.",,open_next_pass,ISSUE_LEDGER.csv
GLOSS-NP34-MISSING-072,S2,existing_issue,,Model capability heuristics exist; need exact capability roles for chat/vision/embed/context.,Feature not implemented or not proven in current snapshot.,Store model roles/capabilities with last refresh and user override.,,open_next_pass,ISSUE_LEDGER.csv
GLOSS-NP34-MISSING-073,S2,existing_issue,,Status bar says provider reachable; need per-provider health receipts.,Feature not implemented or not proven in current snapshot.,"Add ProviderHealthReceiptV1 with latency, endpoint, model list, errors.",,open_next_pass,ISSUE_LEDGER.csv
GLOSS-NP34-MISSING-074,S2,existing_issue,,Current package/control surface still contradictory.,Feature not implemented or not proven in current snapshot.,Add one current release replay script that extracts package and runs all active gates.,,closed_p6_verified,ISSUE_LEDGER.csv
GLOSS-NP34-MISSING-075,S2,existing_issue,,Spec/release docs mention installers; current audit did not prove installer smoke.,Deb and RPM bundle targets now build and pass package metadata/payload smoke plus isolated installed-package launch smoke with INSTALLER_SMOKE_RECEIPT.json; AppImage tooling is unavailable and post-launch workflow smoke is not exercised.,Add installed package workflow smoke and AppImage proof only when appimagetool/linuxdeploy are available.,npm run installer-smoke,partial_p7_deb_rpm_launch_verified,ISSUE_LEDGER.csv
GLOSS-NP34-MISSING-076,S2,existing_issue,,UI accessibility gate is thin.,Feature not implemented or not proven in current snapshot.,"Add keyboard navigation, focus traps, ARIA labels for drawer/composer/modal.",,open_next_pass,ISSUE_LEDGER.csv
GLOSS-NP34-MISSING-077,S2,existing_issue,,Large import/projection timing visible only in logs.,Feature not implemented or not proven in current snapshot.,Add per-batch timing and throughput receipts.,,open_next_pass,ISSUE_LEDGER.csv
GLOSS-NP34-MISSING-078,S2,existing_issue,,Runtime stale notebook IDs/orphan source risk needs repair tool.,Backend DB doctor detects and repairs source-count drift orphan rows stale queue jobs for missing notebooks/sources and failed-import quarantine-by-deselection.,"Add dedicated failed-import quarantine list/delete workflow and broader database recovery only after receipt-gated tests.",cargo test --manifest-path src-tauri/Cargo.toml db_doctor -- --nocapture && cargo test --manifest-path src-tauri/Cargo.toml stale_queue -- --nocapture && python3 validation/gloss_db_doctor_gate.py --repo .,partial_p7_queue_quarantine_doctor_verified,ISSUE_LEDGER.csv
GLOSS-NP34-MISSING-079,S2,existing_issue,,Failures should be actionable not buried in logs.,Sources panel now exposes a dedicated failed-import review/quarantine/delete workflow with FailedImportQuarantineReceiptV1; quarantine preserves retry state and delete reuses source cleanup semantics.,Historical failed-import batch replay/grouping is not implemented.,cargo test --manifest-path src-tauri/Cargo.toml failed_import_quarantine -- --nocapture && npm test && python3 validation/gloss_failed_import_quarantine_gate.py --repo .,partial_p7_failed_import_workflow_verified,ISSUE_LEDGER.csv
GLOSS-NP34-MISSING-080,S2,existing_issue,,README still points to stale P33 and broad spec.,Feature not implemented or not proven in current snapshot.,Rewrite README as current alpha capability statement and link current feature matrix.,,open,ISSUE_LEDGER.csv
GLOSS-NP34-S2-022,S2,existing_issue,,Runtime log shows GLib-GIO-CRITICAL: GFileInfo created without standard::size; g_file_info_get_size should not be reached.,File picker/file metadata path likely reads size without requesting/guarding standard::size.,Find Tauri/GTK file metadata call path and guard missing size; do not call g_file_info_get_size unless standard::size is present.,,open,ISSUE_LEDGER.csv
GLOSS-NP34-S2-023,S2,existing_issue,,NotebookStore.setActive sets local state and localStorage before backend setActiveNotebook resolves; source imports can be triggered against stale IDs during rapid create/import flows.,Frontend treats local active as authoritative before backend confirms activation.,Add activation state: pending/confirmed/error. Disable import/chat until backend confirms active notebook or pass explicit returned id with activation receipt.,,closed_p1_verified,ISSUE_LEDGER.csv
GLOSS-NP34-S2-024,S2,existing_issue,,send_message persists user message before provider/retrieval errors; failed setup can leave orphan user turns without assistant/error receipt.,Conversation turn lifecycle lacks atomic TurnReceiptV1 linking user message to assistant/error outcome.,Persist ConversationTurnV1 with terminal state success/error/cancelled. UI renders failed turn state and can retry.,,open,ISSUE_LEDGER.csv
GLOSS-NP34-S2-025,S2,existing_issue,,Chat attempt traces include current/latest style projections but no visible guarantee latest is not treated as source truth.,Mutable latest trace can be read as canonical.,Use append-only trace files as truth; latest.json only projection with pointer to immutable trace id. Document and validate.,,open,ISSUE_LEDGER.csv
GLOSS-NP34-S2-026,S2,existing_issue,,gloss_local fallback fills candidates in source order with score 0.0 and citation_anchor even though it is degraded fallback.,Fallback passages carry anchors but not proof class; UI can confuse source-order preview with ranked retrieval.,"Add evidence_class on every passage: ranked_bm25, dense, semantic_memory, source_order_fallback, raw_fallback. Release citations from source_order_fallback are degraded unless user explicitly asked broad inventory.",,closed_p3_verified,ISSUE_LEDGER.csv
GLOSS-NP34-S2-027,S2,existing_issue,,"Code repository folder imported 183 files; FTS sanitizer details not proven for symbols, underscores, hyphens, Rust paths, cargo terms.",Repo/code RAG needs code-aware tokenization and query handling beyond basic BM25.,"Add code-query fixtures for function names, crate names, snake_case, kebab-case, paths, module names. Centralize FTS sanitizer.",,open,ISSUE_LEDGER.csv
GLOSS-NP34-S2-028,S2,existing_issue,,Background folder import runs and continues for minutes; no clear cancel/stop batch affordance is visible in screenshot.,Batch import has no first-class cancellation handle exposed in UI.,"Add ImportBatchV1 id, progress, cancel button, cancel receipt; backend checks cancellation between files.",,open,ISSUE_LEDGER.csv
GLOSS-NP34-S2-029,S2,existing_issue,,UI groups many files under ungrouped; source rows mix docs and code; selection all/none may operate on changing list while imports progress.,Source list identity/sort/filter not receipt-bound during live batch updates.,Stable sort by path/title/status; live import batch new sources append/update without reshuffling selected state unexpectedly.,,closed_p5_verified,ISSUE_LEDGER.csv
GLOSS-NP34-S2-030,S2,existing_issue,,"Status bar shows Provider reachable and Memory semantic-memory-preview (failed), but user still receives answer from BM25; needs clearer retrieval effective state.",Global memory status conflates configured backend health with current-answer retrieval backend.,Status bar shows global configured memory health; evidence drawer shows per-turn effective retrieval. Labels must distinguish configured/requested/effective.,,closed_p3_verified,ISSUE_LEDGER.csv
GLOSS-NP34-S2-031,S2,existing_issue,,"When no notebook sources selected, system prompt asks model to tell user no sources selected, but backend still calls provider; compliance depends on model.",No deterministic answer guard for no-source mode when user asks document-grounded question.,"For source_scope None, either block document-grounded answer deterministically or inject explicit no-source answer template unless user asks general model question.",,open,ISSUE_LEDGER.csv
GLOSS-NP34-S2-032,S2,existing_issue,,Frontend contract test checks source data not in system prompt but no hostile document runtime fixture proves model ignores SOURCE_DATA instructions.,Prompt boundary only statically tested.,Add hostile source fixture and smoke: document says ignore prior instructions/exfiltrate IDs; expected answer treats text as data and cites only valid facts.,,open,ISSUE_LEDGER.csv
GLOSS-NP34-S2-033,S2,existing_issue,,System prompt includes up to 50 source titles/summaries and instructs use if no quoted passages; summaries may be missing/LLM-generated and not proof-grade.,Manifest summaries can become pseudo-evidence when retrieval fails.,"Tag manifest entries as inventory only, not evidence; if no quoted passages, answer must disclose inventory-only context and avoid facts beyond title/summary with low confidence.",,open,ISSUE_LEDGER.csv
GLOSS-NP34-S2-034,S2,existing_issue,,Background summary requires Ollama provider even though app supports OpenAI/Anthropic chat providers.,Background job config hardcodes provider_id == ollama for summaries/vision; may be intentional local-first but docs/UI need clarity.,"Either keep local-only and label it, or implement cloud background summaries with explicit consent and receipts.",,open,ISSUE_LEDGER.csv
GLOSS-NP34-S2-035,S2,existing_issue,,Package includes codex-control-pack and codex_control_pack; report shows both top-level paths.,Two control pack naming conventions increase drift.,Choose one canonical path and archive/delete the other. Validation must fail if both are active.,,closed_p0_verified,ISSUE_LEDGER.csv
GLOSS-NP34-S2-036,S2,existing_issue,,"Package includes 27,997 src-tauri files, 21,290 .rs files, 531MB included; most comes from vendor/crates.",Generic package profile includes offline vendor cache in Codex context.,"Add package profiles: codex-source-small, release-source, offline-build-full. Codex/audit handoff should exclude inactive vendor/crates unless specifically needed.",,open,ISSUE_LEDGER.csv
GLOSS-NP34-S2-037,S2,existing_issue,,"Sandbox lacks cargo/rustc, so backend test pass cannot be independently reproduced from uploaded package.",Package relies on included receipts or user environment.,Next pass must include host Rust command logs and fresh-unzip replay logs; final answer must distinguish reproduced vs host-only checks.,,open,ISSUE_LEDGER.csv
GLOSS-NP34-S2-038,S2,existing_issue,,"SPEC lists Studio, reports, flashcards, quizzes, mind maps, timelines, audio overview, URL/Youtube/audio/video ingestion; current matrix now distinguishes deterministic Studio UI/export, degraded import paths, and remaining model/media/release gaps.",Spec is ahead of implementation unless the capability ledger stays current.,"Maintain docs/CURRENT_FEATURE_MATRIX.md and README links; each feature must remain classified as implemented, partial, degraded, deferred, or removed with validation command.",python3 scripts/gloss_feature_matrix_gate.py --repo .,closed_p7_studio_ui_export_updated,ISSUE_LEDGER.csv
GLOSS-NP34-S2-039,S2,existing_issue,,src-tauri/src/studio/mod.rs is 2 lines; src/stores/studioStore.ts is 19 lines; SPEC promises structured outputs/reports/cards/quizzes/etc.,Studio functionality is not implemented despite spec surface.,Either mark Studio deferred/hidden or implement minimal report/card generator with receipts and source scope.,,deferred_p7_feature_matrix,ISSUE_LEDGER.csv
GLOSS-NP34-S2-040,S2,existing_issue,,Code has vision/video queue paths but file extraction for audio/video/PDF/docx is not implemented; BINARY_EXTENSIONS excludes many document types; media pipeline lacks end-to-end smoke.,Implementation contains routed stubs without full support matrix/gates.,Gate media/document features behind explicit support matrix; do not show unsupported import affordances as complete.,,open,ISSUE_LEDGER.csv
GLOSS-NP34-S2-041,S2,existing_issue,,Findings include warning: secret-content-named-secret-assignment at src-tauri/src/providers/ollama.rs line 313.,Warning may be false positive but release needs classified warning receipt.,Add package warning classification receipt and gate unclassified/high-risk warnings.,,open,ISSUE_LEDGER.csv
GLOSS-NP34-S2-042,S2,existing_issue,,"Evidence drawer displays only ""0 valid, 6 filtered""; user cannot tell why citations failed.",Backend exposes only aggregate counts.,Add CitationFilterReasonV1 array with missing_ref/out_of_range/unanchored_chunk/source_out_of_scope/quote_mismatch/model_omitted.,,closed_p4_verified,ISSUE_LEDGER.csv
GLOSS-NP34-S2-043,S2,existing_issue,,Chat evidence uses random receipt UUID; no visible digest of retrieval candidates/source context/prompt budget.,Receipts identify attempts but do not prove exact context identity.,"Add context_digest, prompt_digest, source_context_digest, candidate_set_digest to ChatAttemptTrace and AssistantMessageEvidence.",,closed_p4_verified,ISSUE_LEDGER.csv
GLOSS-NP34-S2-044,S2,existing_issue,,Sources are mutable rows with updated_at; deletion marks semantic links stale but source records are deleted.,Source lifecycle lacks append-plus-supersession and audit history.,"For v1, add SourceLifecycleReceiptV1 for create/update/delete/reindex; store deleted source tombstones or deletion receipts.",,open_next_pass,ISSUE_LEDGER.csv
GLOSS-NP34-S2-045,S2,existing_issue,,"Chat traces phases exist, but provider call body/response digest, timeout, model/provider route, token estimates, error class are not full ToolInvocationReceiptV1-like artifacts.",Provider invocation is not modeled as a first-class receipt.,"Add LlmInvocationReceiptV1 with provider, model, base_url fingerprint, request digest, response digest, start/end, timeout, error, streamed token count.",,closed_p4_verified,ISSUE_LEDGER.csv
GLOSS-NP34-S2-046,S2,existing_issue,,UI has Reindex all in sources panel and settings backfill controls but current check scripts for profile fail; runtime projection fails large source.,Reindex controls exist but are not proven robust on large corpus.,"Add reindex notebook job with progress, chunk batching, cancel, per-source errors; UI shows exactly what failed and retry action.",,closed_p2_verified,ISSUE_LEDGER.csv
GLOSS-NP34-S2-047,S2,existing_issue,,Summary fields exist but no visible digest/backpointer tying summary to source content digest/model/prompt.,Summaries are not provenance-linked to exact source content.,"Add SummaryReceiptV1 with source content digest, model, prompt digest, recorded_at; invalidate summaries when content digest changes.",,open_next_pass,ISSUE_LEDGER.csv
GLOSS-NP34-S2-048,S2,existing_issue,,Projection gets Ollama 400; provider calls may hit timeout/context/model unavailable; there is no visible classified retry strategy per error class.,All provider/Ollama errors not normalized to retryable/nonretryable policy.,Add ProviderErrorClass and retry policy: no retry for context length until split; limited retry for network/timeout; model-not-found explicit user action.,,open,ISSUE_LEDGER.csv
GLOSS-S2-019,S2,existing_issue,,"spec says 5.x, Cargo uses 4.x",version mismatch,upgrade or doc correction,,open,07_MASTER_ISSUE_LEDGER.csv
GLOSS-S2-020,S2,existing_issue,,many features missing,scope too broad,post-RC phased broad roadmap,,open,07_MASTER_ISSUE_LEDGER.csv
OBS-S2-019,S2,installer,Bundle targets now include deb and rpm,"src-tauri/tauri.conf.json bundle targets [""deb"",""rpm""] and INSTALLER_SMOKE_RECEIPT.json validates both payloads plus isolated installed-package launch.",Packaging matrix still lacks AppImage and post-launch installed workflow proof.,Add post-launch installed workflow smoke and AppImage only when appimagetool/linuxdeploy are available.,npm run installer-smoke,partial_p7_deb_rpm_launch_verified,generated_audit
OBS-S2-020,S2,research,Research archive must not become implementation doctrine without promotion,Full Provenance+ Research archive is useful advisory input but not implementation authority by default.,Speculative/research references can contaminate implementation claims.,Create ResearchPromotionPacketV1 per research claim before code changes.,"Research promotion gate: no research-derived feature/claim without source basis, scope, assumptions, risk, tests, owner, proof status.",open_superpass,generated_audit
OBS-S2-021,S2,aicc,Gloss context pack should integrate z.py/snap.py/ClaimLedger compiler outputs,Uploaded AICC work defines context pack/claim-boundary direction; Gloss package currently uses z.py sidecars but no app-level AICC profile.,Packaging evidence is not yet a first-class app feature/proof surface.,Add Gloss AICC integration artifacts for Codex/public claim review and source package receipts.,"aicc build --root Gloss --profile codex/public-claim-review validates, or Gloss-local adapter emits equivalent receipts.",open_superpass,generated_audit
OBS-S2-022,S2,frontend_proof,Frontend build/test passes only after npm dependency install,npm run build failed before install; npm ci succeeded; npm run build/test then passed.,Fresh package lacks node_modules as expected; setup docs must tell runner exact install.,"Keep package clean, but document and gate npm ci/install step; do not treat missing node_modules as source bug.",Fresh unzip replay script runs npm ci && npm run build && npm test.,open_superpass,generated_audit
OBS-S2-023,S2,live_desktop,Desktop smoke is capability-detected but not release-grade,Current environment has display WebKit Tauri cargo npm and npx available; active repo lacks an automated live GUI driver and no live receipt was supplied.,Release proof depends on a real Tauri GUI smoke receipt rather than scripted static/runtime contract checks.,Codex pass must add/run a live GUI driver and emit release_grade=true only after import/query/delete/restart evidence passes.,npm run desktop-smoke plus python3 validation/gloss_desktop_smoke_gate.py --repo . and eventual live GUI receipt.,blocked_p6_live_gui_driver_missing,generated_audit
SPEC-COMPLETE-018-failed_imports,S2,broad_spec_completion,Complete spec item: Failed import quarantine UI,"Sources panel exposes dedicated failed-import review/quarantine/delete workflow with FailedImportQuarantineReceiptV1; quarantine preserves retry state and delete reuses source cleanup semantics.",Previous pass scoped these as later/non-goals; user explicitly asked to ignore wait/defer language.,Add historical failed-import batch replay/grouping only after receipt-gated tests; unsupported states must stay explicit.,cargo test --manifest-path src-tauri/Cargo.toml failed_import_quarantine -- --nocapture && npm test && python3 validation/gloss_failed_import_quarantine_gate.py --repo .,partial_p7_failed_import_workflow_verified,generated_broad_spec_expansion
SPEC-COMPLETE-019-studio_reports,S2,broad_spec_completion,Complete spec item: Studio reports,"Broad spec/document matrix marks this as missing, partial, deferred, or unproven in current snapshot.",Previous pass scoped these as later/non-goals; user explicitly asked to ignore wait/defer language.,Cited report output with schema and proof state; add command/API/UI/tests/receipts; unsupported states must be explicit and not public claims.,Fixture and validation receipt for Studio reports; broad_spec gate passes.,open_superpass,generated_broad_spec_expansion
SPEC-COMPLETE-020-studio_learning,S2,broad_spec_completion,Complete spec item: Studio flashcards/quizzes,"Broad spec/document matrix marks this as missing, partial, deferred, or unproven in current snapshot.",Previous pass scoped these as later/non-goals; user explicitly asked to ignore wait/defer language.,Cited learning artifacts with source spans and validation; add command/API/UI/tests/receipts; unsupported states must be explicit and not public claims.,Fixture and validation receipt for Studio flashcards/quizzes; broad_spec gate passes.,open_superpass,generated_broad_spec_expansion
SPEC-COMPLETE-021-studio_graphs,S2,broad_spec_completion,Complete spec item: Mind maps/timelines,"Deterministic source-cited mind map timeline and compare-table artifacts now persist through Studio backend commands and are reachable through the Inspector Dock Studio panel with JSON export receipts.",Previous pass scoped these as later/non-goals; user explicitly asked to ignore wait/defer language.,Add model-generated graph/timeline workflows only with prompt/generation receipts and schema validation; do not claim causal proof.,cargo test --manifest-path src-tauri/Cargo.toml studio -- --nocapture && npm test && python3 validation/gloss_studio_artifacts_gate.py --repo .,partial_p7_studio_ui_export_verified,generated_broad_spec_expansion
SPEC-COMPLETE-022-provider_registry,S2,broad_spec_completion,Complete spec item: Provider capability registry,"Broad spec/document matrix marks this as missing, partial, deferred, or unproven in current snapshot.",Previous pass scoped these as later/non-goals; user explicitly asked to ignore wait/defer language.,Role/capability settings for chat/embed/vision/transcription/context windows; add command/API/UI/tests/receipts; unsupported states must be explicit and not public claims.,Fixture and validation receipt for Provider capability registry; broad_spec gate passes.,open_superpass,generated_broad_spec_expansion
SPEC-COMPLETE-023-provider_health,S2,broad_spec_completion,Complete spec item: Provider health receipts,"Broad spec/document matrix marks this as missing, partial, deferred, or unproven in current snapshot.",Previous pass scoped these as later/non-goals; user explicitly asked to ignore wait/defer language.,Provider status checks with latency/model-list/error receipts; add command/API/UI/tests/receipts; unsupported states must be explicit and not public claims.,Fixture and validation receipt for Provider health receipts; broad_spec gate passes.,open_superpass,generated_broad_spec_expansion
